movieId,title,year,rating_promedio,total_votos
875,Nothing to Lose (1994),1994,3.42,525
53189,Eagle vs Shark (2007),2007,3.42,630
101088,Stoker (2013),2013,3.42,1130
94130,Bully (2011),2011,3.42,111
7221,Platinum Blonde (1931),1931,3.42,74
8931,Born Rich (2003),2003,3.42,141
155509,Mr. Right (2016),2016,3.42,711
79897,Get Low (2009),2009,3.42,392
105420,Parkland (2013),2013,3.42,98
74740,Fermat's Room (La habitación de Fermat) (2007),2007,3.42,306
47997,Idiocracy (2006),2006,3.42,6000
179977,In the Fade (2017),2017,3.42,159
144656,The Measure of a Man (2015),2015,3.42,55
103306,Europa Report (2013),2013,3.42,1307
209917,Bombshell (2019),2019,3.42,708
140809,Sailor Moon R: The Movie (1993),1993,3.42,61
3982,What's Cooking? (2000),2000,3.42,201
115467,Harmontown (2014),2014,3.42,67
368,Maverick (1994),1994,3.42,18685
91079,Like Crazy (2011),2011,3.42,548
5641,"Moderns, The (1988)",1988,3.42,73
75341,Remember Me (2010),2010,3.42,1046
81520,Undisputed III: Redemption (2010),2010,3.42,158
346,Backbeat (1993),1993,3.42,1160
6437,13 Rue Madeleine (1947),1947,3.42,85
3928,Abbott and Costello Meet Frankenstein (1948),1948,3.42,1066
3480,Lucas (1986),1986,3.42,1090
32721,Battle of the Bulge (1965),1965,3.42,157
42418,"New World, The (2005)",2005,3.42,1344
4649,Wet Hot American Summer (2001),2001,3.42,1496
482,Killing Zoe (1994),1994,3.42,2769
5340,Joe (1970),1970,3.42,144
6790,Avalon (2001),2001,3.42,744
266278,Munich: The Edge of War (2021),2021,3.42,84
6066,Murder by Decree (1979),1979,3.42,162
100515,War Witch (Rebelle) (2012),2012,3.42,60
83359,"Play House, The (1921)",1921,3.42,66
193477,Outlaw King (2018),2018,3.42,425
6239,Journey to the Center of the Earth (1959),1959,3.42,790
110591,Oculus (2013),2013,3.42,1497
169756,Their Finest (2017),2017,3.42,155
713,Of Love and Shadows (1994),1994,3.42,137
495,In the Realm of the Senses (Ai no corrida) (1976),1976,3.42,810
5436,"Horse's Mouth, The (1958)",1958,3.42,119
26491,To Be or Not to Be (1983),1983,3.42,202
3670,Story of G.I. Joe (1945),1945,3.42,101
188941,Under the Silver Lake (2018),2018,3.42,558
7818,School For Scoundrels (1960),1960,3.42,89
80862,Catfish (2010),2010,3.42,795
4024,"House of Mirth, The (2000)",2000,3.42,670
3738,"Sugarland Express, The (1974)",1974,3.42,474
8726,"President's Analyst, The (1967)",1967,3.42,154
8019,Dark Water (Honogurai mizu no soko kara) (2002),2002,3.42,923
39529,"Race for Your Life, Charlie Brown (1977)",1977,3.42,71
71650,Werner Herzog Eats His Shoe (1980),1980,3.42,71
59814,Ex Drummer (2007),2007,3.42,118
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),2006,3.42,19566
187723,Set It Up (2018),2018,3.42,572
52938,"Adventures of Mark Twain, The (1986)",1986,3.42,53
5484,Happy Times (Xingfu shiguang) (2000),2000,3.42,106
159,Clockers (1995),1995,3.41,2463
85565,Chalet Girl (2011),2011,3.41,241
217469,Hannah Gadsby: Douglas (2020),2020,3.41,88
8631,Hard Times (1975),1975,3.41,123
72605,Brothers (2009),2009,3.41,948
68612,Outrage (2009),2009,3.41,70
230183,The Call (2020),2020,3.41,134
71433,"Black God, White Devil (Deus e o Diabo na Terra do Sol) (1964)",1964,3.41,64
129428,The Second Best Exotic Marigold Hotel (2015),2015,3.41,349
86922,Nothing to Declare (Rien à déclarer) (2010),2010,3.41,157
3032,"Omega Man, The (1971)",1971,3.41,1929
283139,Sisu (2023),2023,3.41,174
58301,Funny Games U.S. (2007),2007,3.41,1351
237227,Raya and the Last Dragon (2021),2021,3.41,886
4866,"Last Castle, The (2001)",2001,3.41,2072
33410,Crackerjack (2002),2002,3.41,81
165937,Collateral Beauty (2016),2016,3.41,624
32811,Diary of a Lost Girl (Tagebuch einer Verlorenen) (1929),1929,3.41,52
160644,Indignation (2016),2016,3.41,104
1517,Austin Powers: International Man of Mystery (1997),1997,3.41,27589
26128,What a Way to Go! (1964),1964,3.41,69
27124,Bleeder (1999),1999,3.41,69
80928,David Cross: Bigger & Blackerer (2010),2010,3.41,138
1631,"Assignment, The (1997)",1997,3.41,529
6515,You Only Live Once (1937),1937,3.41,115
5488,"Merchant of Four Seasons, The (Händler der vier Jahreszeiten) (1972)",1972,3.41,92
50005,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),2006,3.41,763
33912,"Unmarried Woman, An (1978)",1978,3.41,86
55274,Elizabeth: The Golden Age (2007),2007,3.41,1003
170591,DMB (2000),2000,3.41,63
27,Now and Then (1995),1995,3.41,1802
5933,Cannery Row (1982),1982,3.41,160
32834,Macbeth (1948),1948,3.41,80
33145,"Lot Like Love, A (2005)",2005,3.41,971
94503,"Decoy Bride, The (2011)",2011,3.41,177
44301,Lights in the Dusk (Laitakaupungin valot) (2006),2006,3.41,154
8572,"Littlest Rebel, The (1935)",1935,3.41,57
36537,Thumbsucker (2005),2005,3.41,723
31539,Overnight (2003),2003,3.41,108
2553,Village of the Damned (1960),1960,3.41,1574
4796,"Grass Is Greener, The (1960)",1960,3.41,125
78034,Cemetery Junction (2010),2010,3.41,250
2295,"Impostors, The (1998)",1998,3.41,534
151459,Airlift (2016),2016,3.41,85
131830,Samba (2014),2014,3.41,119
165883,May God Save Us (2016),2016,3.41,51
127130,Mistress America (2015),2015,3.41,385
27738,"Cathedral, The (Katedra) (2002)",2002,3.41,113
3142,U2: Rattle and Hum (1988),1988,3.41,1135
87192,Attack the Block (2011),2011,3.41,1948
1255,Bad Taste (1987),1987,3.41,2343
1399,Marvin's Room (1996),1996,3.41,1545
104231,Drug War (Du zhan) (2012),2012,3.41,124
648,Mission: Impossible (1996),1996,3.41,42879
8576,Kopps (2003),2003,3.41,574
7208,Dr. Jekyll and Mr. Hyde (1941),1941,3.41,287
5314,Behind the Sun (Abril Despedaçado) (2001),2001,3.41,135
3699,Starman (1984),1984,3.41,4491
128679,The Year Without a Santa Claus (1974),1974,3.41,118
53788,Exiled (Fong juk) (2006),2006,3.41,146
92920,"Hunter, The (2011)",2011,3.41,376
80584,"Patrik Age 1.5 (Patrik 1,5) (2008)",2008,3.41,101
292,Outbreak (1995),1995,3.41,27883
7561,Paperhouse (1988),1988,3.41,157
83424,Ghajini (2008),2008,3.41,196
1129,Escape from New York (1981),1981,3.41,10981
90528,This Must Be the Place (2011),2011,3.41,352
99030,Wrong (2012),2012,3.41,134
59985,Chaos Theory (2007),2007,3.41,469
989,Brother of Sleep (Schlafes Bruder) (1995),1995,3.41,78
8795,Musa the Warrior (Musa) (2001),2001,3.41,195
213604,The Night House (2020),2020,3.41,284
1075,"Sexual Life of the Belgians, The (Vie sexuelle des Belges 1950-1978, La) (1994)",1994,3.41,128
200110,The Dirt (2019),2019,3.41,256
4459,Alaska: Spirit of the Wild (1997),1997,3.41,89
71619,Coco Before Chanel (Coco avant Chanel) (2009),2009,3.41,467
202155,The Art of Self-Defense (2019),2019,3.41,489
130784,The Whisperer in Darkness (2011),2011,3.41,50
592,Batman (1989),1989,3.41,49789
142997,Hotel Transylvania 2 (2015),2015,3.41,1898
5628,Wasabi (2001),2001,3.41,998
6765,Under the Tuscan Sun (2003),2003,3.41,2376
3809,What About Bob? (1991),1991,3.41,6424
81804,Wild Target (2010),2010,3.41,381
277,Miracle on 34th Street (1994),1994,3.41,9590
3502,My Life (1993),1993,3.41,601
2436,Tea with Mussolini (1999),1999,3.41,1345
160988,The Student (2016),2016,3.41,88
101186,Populaire (2012),2012,3.41,132
26467,"Day After, The (1983)",1983,3.41,231
40833,"Fists in the Pocket (Pugni in tasca, I) (1965)",1965,3.41,55
260929,Dave Chappelle: The Closer (2021),2021,3.41,170
97904,Smashed (2012),2012,3.41,126
135288,Mr. Holmes (2015),2015,3.41,733
203278,Plus One (2019),2019,3.41,142
8660,"Deluge, The (Potop) (1974)",1974,3.41,60
25960,"Terrible Kids (Enfants terribles, Les) (Strange Ones, The) (1950)",1950,3.41,60
4538,Salome's Last Dance (1988),1988,3.41,60
8462,Executive Suite (1954),1954,3.41,60
491,"Man Without a Face, The (1993)",1993,3.41,5538
4755,Wish Upon a Star (1996),1996,3.41,147
83302,Last Night (2010),2010,3.41,294
2155,"Slums of Beverly Hills, The (1998)",1998,3.41,1970
7480,Under Fire (1983),1983,3.41,125
31617,El Cid (1961),1961,3.41,201
6974,"Freshman, The (1990)",1990,3.41,986
205945,Steven Universe: The Movie (2019),2019,3.41,130
83457,Hum Aapke Hain Koun...! (1994),1994,3.41,65
157569,Al Final del Túnel (2016),2016,3.41,65
257,Just Cause (1995),1995,3.41,3975
240138,The Sparks Brothers (2021),2021,3.41,54
7253,It (1927),1927,3.41,81
7112,Accident (1967),1967,3.41,81
5692,"Mechanic, The (1972)",1972,3.41,334
58439,Downhill Racer (1969),1969,3.41,70
50944,S.P.L.: Kill Zone (Saat po long) (2005),2005,3.41,113
8272,Cromwell (1970),1970,3.41,86
32591,Look at Me (Comme une image) (2004),2004,3.41,172
107565,"Fuck You, Goethe (Fack Ju Göhte) (2013)",2013,3.41,188
974,Algiers (1938),1938,3.41,145
8227,Drums Along the Mohawk (1939),1939,3.41,102
135133,The Hunger Games: Mockingjay - Part 2 (2015),2015,3.41,6401
83059,White Material (2009),2009,3.41,118
185231,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe (1988)",1988,3.41,75
6863,School of Rock (2003),2003,3.41,19044
5416,Cherish (2002),2002,3.41,139
5316,Enigma (2001),2001,3.41,1197
116823,The Hunger Games: Mockingjay - Part 1 (2014),2014,3.41,9665
165087,Brimstone (2016),2016,3.41,176
37335,Come Drink with Me (Da zui xia) (1966),1966,3.41,80
6054,"Moon-Spinners, The (1964)",1964,3.41,101
2466,Belizaire the Cajun (1986),1986,3.41,85
6232,Born Free (1966),1966,3.41,361
6234,Equus (1977),1977,3.41,207
71418,Ballast (2008),2008,3.41,53
95021,Outer Space (2000),2000,3.41,53
4571,Bill & Ted's Excellent Adventure (1989),1989,3.41,10845
167036,Sing (2016),2016,3.41,1727
4975,Vanilla Sky (2001),2001,3.41,13471
1194,Cheech and Chong's Up in Smoke (1978),1978,3.41,2847
3914,"Broken Hearts Club, The (2000)",2000,3.41,375
112,Rumble in the Bronx (Hont faan kui) (1995),1995,3.41,12308
128991,Johnny Express (2014),2014,3.41,58
3586,The Idolmaker (1980),1980,3.41,116
205515,The Wild Goose Lake (2019),2019,3.41,58
26925,Cannibal! The Musical (a.k.a. Alferd Packer: The Musical) (1996),1996,3.41,216
7038,Things You Can Tell Just by Looking at Her (2000),2000,3.4,205
198143,Then Came You (2019),2019,3.4,84
56286,I'm Not There (2007),2007,3.4,876
961,Little Lord Fauntleroy (1936),1936,3.4,262
25785,"Land Without Bread (Hurdes, tierra sin pan, Las) (1933)",1933,3.4,68
34319,"Island, The (2005)",2005,3.4,9298
43708,Block Party (a.k.a. Dave Chappelle's Block Party) (2005),2005,3.4,413
99437,John Dies at the End (2012),2012,3.4,736
26219,Brewster McCloud (1970),1970,3.4,73
1511,"Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)",1997,3.4,156
18,Four Rooms (1995),1995,3.4,6191
4506,Frantic (1988),1988,3.4,1321
37736,Oliver Twist (2005),2005,3.4,523
155,Beyond Rangoon (1995),1995,3.4,1289
7053,Roberta (1935),1935,3.4,62
148482,Truth (2015),2015,3.4,134
51857,"Taste of Honey, A (1961)",1961,3.4,72
68901,Chop Shop (2007),2007,3.4,77
282,Nell (1994),1994,3.4,11523
67792,"Black Balloon, The (2008)",2008,3.4,82
7130,Darling (1965),1965,3.4,123
3554,Love and Basketball (2000),2000,3.4,1189
6231,"Benny Goodman Story, The (1955)",1955,3.4,128
7743,Explorers (1985),1985,3.4,609
178907,Blade Runner: Black Out 2022 (2017),2017,3.4,174
175809,Jungle (2017),2017,3.4,281
8955,Undertow (2004),2004,3.4,235
33587,"Uninvited, The (1944)",1944,3.4,143
60311,"Black Swan, The (1942)",1942,3.4,51
98061,Himizu (2011),2011,3.4,51
1721,Titanic (1997),1997,3.4,45767
2282,Pecker (1998),1998,3.4,2352
289097,Gran Turismo (2023),2023,3.4,56
2159,Henry: Portrait of a Serial Killer (1986),1986,3.4,1924
26750,Quigley Down Under (1990),1990,3.4,407
33021,Dark Habits (Entre tinieblas) (1983),1983,3.4,66
81782,Unstoppable (2010),2010,3.4,2156
1049,"Ghost and the Darkness, The (1996)",1996,3.4,5362
61319,Somers Town (2008),2008,3.4,76
2782,Pit and the Pendulum (1961),1961,3.4,780
188305,"Don't Worry, He Won't Get Far on Foot (2018)",2018,3.4,238
79230,"Yellow Handkerchief, The (2008)",2008,3.4,81
5869,True Confessions (1981),1981,3.4,167
195305,Stan & Ollie (2018),2018,3.4,283
8761,"Three Lives of Thomasina, The (1964)",1964,3.4,96
2056,In Search of the Castaways (1962),1962,3.4,192
5108,John Q (2002),2002,3.4,2760
200866,Monos (2019),2019,3.4,121
91014,Shaolin (Xin shao lin si) (2011),2011,3.4,121
8928,"Fearless Vampire Killers, The (1967)",1967,3.4,549
4871,Focus (2001),2001,3.4,256
42732,Last Holiday (2006),2006,3.4,682
26521,Racing with the Moon (1984),1984,3.4,85
222913,Worth (2020),2020,3.4,65
58029,It's a Free World... (2007),2007,3.4,50
4842,"Dogs of War, The (1980)",1980,3.4,285
151515,My King (2015),2015,3.4,55
148367,Sanjay's Super Team (2015),2015,3.4,70
196343,Amazing Grace (2018),2018,3.4,70
1664,Nenette and Boni (Nénette et Boni) (1996),1996,3.4,80
40988,Hondo (1953),1953,3.4,135
6924,Sherlock Holmes Faces Death (1943),1943,3.4,80
106852,"Tale of Zatoichi Continues, The (Zoku Zatôichi monogatari) (Zatôichi 2) (1962)",1962,3.4,50
55267,Dan in Real Life (2007),2007,3.4,2239
5139,"Bad News Bears, The (1976)",1976,3.4,1522
4389,Lost and Delirious (2001),2001,3.4,494
93740,Salmon Fishing in the Yemen (2011),2011,3.4,687
54796,2 Days in Paris (2007),2007,3.4,686
49822,"Good Shepherd, The (2006)",2006,3.4,2055
193455,Aniara (2018),2018,3.4,183
6531,"Hour of the Pig, The (1993)",1993,3.4,168
2923,Handle with Care (a.k.a. Citizen's Band) (1977),1977,3.4,138
3422,She's Gotta Have It (1986),1986,3.4,1059
8979,Guerrilla: The Taking of Patty Hearst (2004),2004,3.4,64
6830,Sudden Fear (1952),1952,3.4,64
108041,"Me, Myself and Mum (Les garçons et Guillaume, à table!) (2013)",2013,3.4,64
81383,Heartbreaker (L'Arnacoeur) (2010),2010,3.4,256
41716,"Matador, The (2005)",2005,3.4,1363
6499,Orphans of the Storm (1921),1921,3.4,59
1112,Palookaville (1996),1996,3.4,393
155800,Jimmy Carr: Funny Business (2016),2016,3.4,108
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),2010,3.4,638
104,Happy Gilmore (1996),1996,3.4,22963
381,When a Man Loves a Woman (1994),1994,3.4,4970
2640,Superman (1978),1978,3.4,16890
179055,2036: Nexus Dawn (2017),2017,3.4,88
94985,Get the Gringo (2012),2012,3.4,933
7195,"Enforcer, The (1951)",1951,3.4,83
63222,JCVD (2008),2008,3.4,512
7266,"Lost Skeleton of Cadavra, The (2002)",2002,3.4,195
82041,"Loved Ones, The (2009)",2009,3.4,437
136467,Kim Possible: A Sitch in Time (2003),2003,3.4,131
59339,Mister Lonely (2007),2007,3.4,155
8057,Sweet Bird of Youth (1962),1962,3.4,92
210859,Run (2020),2020,3.4,421
1366,"Crucible, The (1996)",1996,3.4,2151
6342,"Trip, The (2002)",2002,3.4,58
5859,Southern Comfort (1981),1981,3.4,290
2175,Déjà Vu (1997),1997,3.4,111
144182,SPL 2: A Time for Consequences (2015),2015,3.4,53
128366,Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),2014,3.4,53
8378,"Doctor, The (1991)",1991,3.4,183
72405,Bad Lieutenant: Port of Call New Orleans (2009),2009,3.4,1102
95761,Killer Joe (2011),2011,3.4,783
26187,Head (1968),1968,3.4,115
43853,"Business, The (2005)",2005,3.4,91
8832,Warriors of Heaven and Earth (Tian di ying xiong) (2003),2003,3.4,153
276249,Three Thousand Years of Longing (2022),2022,3.4,325
6190,"Lawless Heart, The (2003)",2003,3.4,86
78703,TiMER (2009),2009,3.4,387
7990,Rock 'N' Roll High School (1979),1979,3.4,320
4072,Faithless (Trolösa) (2000),2000,3.4,148
113225,Magic in the Moonlight (2014),2014,3.4,802
1143,Three Lives and Only One Death (Trois vies & une seule mort) (1996),1996,3.4,62
105028,Post Tenebras Lux (2012),2012,3.4,62
197177,Richard Says Goodbye (2018),2018,3.4,162
2311,2010: The Year We Make Contact (1984),1984,3.39,4673
57695,"Clean, Shaven (1993)",1993,3.39,76
7581,"Fountainhead, The (1949)",1949,3.39,223
27604,Suicide Club (Jisatsu saakuru) (2001),2001,3.39,517
27020,Gia (1998),1998,3.39,682
43762,"Mississippi Mermaid (Sirène du Mississipi, La) (1969)",1969,3.39,52
166149,A United Kingdom (2016),2016,3.39,104
6446,"Comancheros, The (1961)",1961,3.39,137
184165,Padmaavat (2018),2018,3.39,85
57353,Flawless (2007),2007,3.39,406
679,"Run of the Country, The (1995)",1995,3.39,99
155056,War (2002),2002,3.39,66
70637,I Can't Think Straight (2007),2007,3.39,66
125970,Halloweentown (1998),1998,3.39,278
2370,"Emerald Forest, The (1985)",1985,3.39,1003
89102,Freakonomics (2010),2010,3.39,226
90929,House of Tolerance (2011),2011,3.39,80
86412,That's What I Am (2011),2011,3.39,80
57464,He Was a Quiet Man (2007),2007,3.39,395
138104,Justice League: Gods and Monsters (2015),2015,3.39,202
3598,Hamlet (2000),2000,3.39,1239
8140,The Cruel Sea (1953),1953,3.39,75
6148,White Dog (1982),1982,3.39,178
109848,Under the Skin (2013),2013,3.39,2574
616,"Aristocats, The (1970)",1970,3.39,9559
65225,Zeitgeist: Addendum (2008),2008,3.39,416
31660,Steamboy (Suchîmubôi) (2004),2004,3.39,930
69251,Special (2006),2006,3.39,112
7475,Raid (2003),2003,3.39,70
62376,City of Ember (2008),2008,3.39,1622
2985,RoboCop (1987),1987,3.39,18396
2784,"Masque of the Red Death, The (1964)",1964,3.39,610
889,1-900 (06) (1994),1994,3.39,121
47200,Crank (2006),2006,3.39,5000
7616,Body Double (1984),1984,3.39,576
65894,Fear[s] of the Dark (Peur[s] du noir) (2007),2007,3.39,65
30996,Little Miss Marker (1934),1934,3.39,65
500,Mrs. Doubtfire (1993),1993,3.39,39296
146670,The Gendarme Takes Off (1970),1970,3.39,51
4615,Last Exit to Brooklyn (1989),1989,3.39,227
108760,Big Bad Wolves (2013),2013,3.39,125
120795,The Big Shave (1968),1968,3.39,74
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",2002,3.39,333
54328,My Best Friend (Mon meilleur ami) (2006),2006,3.39,134
3536,Keeping the Faith (2000),2000,3.39,4551
4805,Sayonara (1957),1957,3.39,120
8008,Brigadoon (1954),1954,3.39,452
150194,Quo vado? (2016),2016,3.39,83
55360,Climates (Iklimler) (2006),2006,3.39,83
2463,Ruthless People (1986),1986,3.39,3559
139655,Goodnight Mommy (Ich seh ich seh) (2014),2014,3.39,599
59336,Redbelt (2008),2008,3.39,428
49651,Rocky Balboa (2006),2006,3.39,2612
2275,Six-String Samurai (1998),1998,3.39,795
962,They Made Me a Criminal (1939),1939,3.39,110
169792,Carrie Pilby (2016),2016,3.39,87
4908,"Little Soldier, The (Petit soldat, Le) (1963)",1963,3.39,119
53125,Pirates of the Caribbean: At World's End (2007),2007,3.39,15453
151199,"Un peu, beaucoup, aveuglément (2015)",2015,3.39,64
2097,Something Wicked This Way Comes (1983),1983,3.39,1481
3155,Anna and the King (1999),1999,3.39,3643
2112,Grand Canyon (1991),1991,3.39,2747
185109,Disobedience (2018),2018,3.39,292
194016,Ralph Breaks the Internet (2018),2018,3.39,1838
6659,Tremors (1990),1990,3.39,4464
257595,The Witcher: Nightmare of the Wolf (2021),2021,3.39,182
204868,Light of My Life (2019),2019,3.39,100
96751,Arbitrage (2012),2012,3.39,527
206714,Abominable (2019),2019,3.39,295
25971,Carrie (1952),1952,3.39,186
6223,Spun (2001),2001,3.39,946
88118,"Perfect Host, The (2010)",2010,3.39,353
39703,Little Fish (2005),2005,3.39,95
91261,Hipsters (Stilyagi) (2008),2008,3.39,95
5180,"Great Rock 'n' Roll Swindle, The (1980)",1980,3.39,104
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",2005,3.39,16536
3769,Thunderbolt and Lightfoot (1974),1974,3.39,799
114426,Trailer Park Boys: Don't Legalize It (2014),2014,3.39,54
170973,Boyka: Undisputed IV (2016),2016,3.39,90
25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),1932,3.39,99
215911,Beastie Boys Story (2020),2020,3.39,63
208747,The Good Liar (2019),2019,3.39,243
72228,Creation (2009),2009,3.39,198
5241,Seems Like Old Times (1980),1980,3.39,324
8972,National Treasure (2004),2004,3.39,12517
33493,Star Wars: Episode III - Revenge of the Sith (2005),2005,3.39,24773
708,"Truth About Cats & Dogs, The (1996)",1996,3.39,15472
4907,Across 110th Street (1972),1972,3.39,139
64114,Fireproof (2008),2008,3.39,260
115174,Love Is Strange (2014),2014,3.39,112
4351,Point Break (1991),1991,3.39,5034
286903,Elemental (2023),2023,3.39,179
163965,Miss Stevens (2016),2016,3.39,85
91414,Arthur Christmas (2011),2011,3.39,662
6478,"Life and Times of Judge Roy Bean, The (1972)",1972,3.39,286
1777,"Wedding Singer, The (1998)",1998,3.39,16337
182615,The Landlord (2007),2007,3.39,67
47538,Crime Busters (1977),1977,3.39,67
107083,Geography Club (2013),2013,3.39,67
4804,Pocketful of Miracles (1961),1961,3.39,174
201811,Yesterday (2019),2019,3.39,1386
97328,Liberal Arts (2012),2012,3.39,405
6059,"Recruit, The (2003)",2003,3.39,4186
84234,Simple Simon (I rymden finns inga känslor) (2010),2010,3.39,80
71429,World's Greatest Dad (2009),2009,3.39,671
136020,Spectre (2015),2015,3.39,5513
2867,Fright Night (1985),1985,3.39,2730
845,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",1994,3.39,71
6538,Swimming Pool (2003),2003,3.39,1757
100244,"East, The (2013)",2013,3.39,439
70159,Orphan (2009),2009,3.39,2292
66090,Eden Lake (2008),2008,3.39,758
52973,Knocked Up (2007),2007,3.39,11104
242,Farinelli: il castrato (1994),1994,3.39,1108
4392,Alice (1990),1990,3.39,478
195921,The Mule (2018),2018,3.39,857
93473,Pale Cocoon (Peiru Kokun) (2006),2006,3.39,53
103027,Much Ado About Nothing (2012),2012,3.39,286
5606,Society (1989),1989,3.39,343
6803,Phenomena (a.k.a. Creepers) (1985),1985,3.39,584
823,"Collector, The (La collectionneuse) (1967)",1967,3.39,180
26204,Death Rides a Horse (Da uomo a uomo) (1967),1967,3.39,79
58937,Julia (2008),2008,3.39,92
4049,Rancho Deluxe (1975),1975,3.39,92
85072,"Wild and Wonderful Whites of West Virginia, The (2009)",2009,3.39,70
181355,Robot Chicken: Star Wars Episode II (2008),2008,3.39,70
5625,Moonlight Mile (2002),2002,3.39,621
77414,"Last Song, The (2010)",2010,3.39,682
6197,Spider (2002),2002,3.39,1297
103685,"Field in England, A (2013)",2013,3.39,244
32261,Thirty Seconds Over Tokyo (1944),1944,3.39,122
285833,Bottoms (2023),2023,3.39,61
76158,Air Doll (Kûki ningyô) (2009),2009,3.38,100
6200,Insignificance (1985),1985,3.38,100
120466,Chappie (2015),2015,3.38,4407
6610,"Honeymoon Killers, The (1970)",1970,3.38,126
8273,"Tale of Ham and Passion, A (Jamón, Jamón) (1992)",1992,3.38,221
31270,Shivers (They Came from Within) (1975),1975,3.38,429
794,Midnight Dancers (Sibak) (1994),1994,3.38,104
31889,"Five People You Meet in Heaven, The (2004)",2004,3.38,91
4185,Elvis: That's the Way It Is (1970),1970,3.38,117
1087,Madame Butterfly (1995),1995,3.38,268
3948,Meet the Parents (2000),2000,3.38,25370
193898,Life Itself (2018),2018,3.38,95
25786,"Old Dark House, The (1932)",1932,3.38,151
4722,All Over the Guy (2001),2001,3.38,194
4889,Heist (2001),2001,3.38,2210
856,Mille bolle blu (1993),1993,3.38,56
54272,"Simpsons Movie, The (2007)",2007,3.38,12517
234257,The Dry (2021),2021,3.38,129
171583,Super Dark Times (2017),2017,3.38,215
7348,Spartan (2004),2004,3.38,1081
4259,"Luzhin Defence, The (2000)",2000,3.38,313
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",1944,3.38,60
46919,End of the Spear (2005),2005,3.38,137
85007,Happythankyoumoreplease (2010),2010,3.38,261
53578,"Valet, The (La doublure) (2006)",2006,3.38,171
3969,Pay It Forward (2000),2000,3.38,7766
8225,Night of the Living Dead (1990),1990,3.38,863
152545,The Commune (2016),2016,3.38,64
60763,American Teen (2008),2008,3.38,162
69951,"Imaginarium of Doctor Parnassus, The (2009)",2009,3.38,2667
26303,Sisters (1973),1973,3.38,328
6002,Love Liza (2002),2002,3.38,396
5940,Eating Raoul (1982),1982,3.38,502
163959,Loving (2016),2016,3.38,251
184835,Lu Over the Wall (2017),2017,3.38,51
104583,Logorama (2009),2009,3.38,68
193958,Creed II (2018),2018,3.38,790
53953,1408 (2007),2007,3.38,5355
54193,Broken English (2007),2007,3.38,123
209497,The Vast of Night (2019),2019,3.38,479
6341,"Shape of Things, The (2003)",2003,3.38,466
5518,Beau Pere (a.k.a. Stepfather) (Beau-père) (1981),1981,3.38,55
33294,Vampire Hunter D (1985),1985,3.38,241
128594,Boy Meets Girl (2015),2015,3.38,93
1507,Paradise Road (1997),1997,3.38,393
275169,The Stranger (2022),2022,3.38,76
7336,"Damned, The (La Caduta degli dei) (1969)",1969,3.38,97
105855,"Right Kind of Wrong, The (2013)",2013,3.38,59
127116,Experimenter (2015),2015,3.38,295
160553,De Palma (2016),2016,3.38,80
5574,"Transporter, The (2002)",2002,3.38,7768
316,Stargate (1994),1994,3.38,35215
780,Independence Day (a.k.a. ID4) (1996),1996,3.38,57224
168366,Beauty and the Beast (2017),2017,3.38,3030
5299,My Big Fat Greek Wedding (2002),2002,3.38,15762
8295,"Most Dangerous Game, The (1932)",1932,3.38,260
4152,Vatel (2000),2000,3.38,222
27096,Of Freaks and Men (Pro urodov i lyudey) (1998),1998,3.38,67
103315,Odd Thomas (2013),2013,3.38,427
71460,Wanted (2009),2009,3.38,180
601,"Wooden Man's Bride, The (Yan shen) (1994)",1994,3.38,113
47394,"Bon Cop, Bad Cop (2006)",2006,3.38,213
6732,"Hello, Dolly! (1969)",1969,3.38,546
163941,The Hollars (2016),2016,3.38,75
34051,My Brilliant Career (1979),1979,3.38,75
48268,Empire Falls (2005),2005,3.38,50
279630,Werewolf by Night (2022),2022,3.38,175
5123,"Touch of Class, A (1973)",1973,3.38,125
166042,Riley's First Date? (2015),2015,3.38,100
3657,Pandora and the Flying Dutchman (1951),1951,3.38,50
27754,Foolproof (2003),2003,3.38,104
36056,Man of the West (1958),1958,3.38,104
200330,Troop Zero (2019),2019,3.38,79
4519,"Land Before Time, The (1988)",1988,3.38,3060
8725,"Goodbye, Columbus (1969)",1969,3.38,108
3760,"Kentucky Fried Movie, The (1977)",1977,3.38,1617
91325,Extremely Loud and Incredibly Close (2011),2011,3.38,800
3917,Hellraiser (1987),1987,3.38,3853
54513,Talk to Me (2007),2007,3.38,203
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),1997,3.38,870
202099,Batman vs. Teenage Mutant Ninja Turtles (2019),2019,3.38,87
8377,City of Joy (1992),1992,3.38,87
5868,This Is Elvis (1981),1981,3.38,91
